seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_bg_accuracy,eval_de_accuracy,eval_el_accuracy,eval_en_accuracy,eval_es_accuracy,eval_fr_accuracy,eval_hi_accuracy,eval_ru_accuracy,eval_sw_accuracy,eval_th_accuracy,eval_tr_accuracy,eval_ur_accuracy,eval_vi_accuracy,eval_zh_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_en_accuracy,final_eval_es_accuracy,final_eval_fr_accuracy,final_eval_hi_accuracy,final_eval_ru_accuracy,final_eval_sw_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
42,distilbert-base-multilingual-cased,xnli,before_dico,24544,24544,392704,392704,0.16308283805847168,0,0.16308283805847168,0.5854291417165669,0.6510978043912176,0.6600798403193613,0.6361277445109781,,0.7067864271457086,0.6960079840319361,0.5582834331337325,0.6347305389221557,,0.48622754491017967,0.625748502994012,,0.6518962075848304,0.6473053892215569,0.6283100465735197,0.7786427145708583,0.5854291417165669,0.6510978043912176,0.6600798403193613,0.6361277445109781,,0.7067864271457086,0.6960079840319361,0.5582834331337325,0.6347305389221557,,0.48622754491017967,0.625748502994012,,0.6518962075848304,0.6473053892215569,0.6283100465735197,0.7786427145708583
66,distilbert-base-multilingual-cased,xnli,before_dico,24544,24544,392704,392704,0.6590540409088135,0,0.6590540409088135,0.6139720558882236,0.6564870259481038,0.6702594810379241,0.6403193612774452,,0.7103792415169661,0.7027944111776447,0.5616766467065868,0.6522954091816368,,0.49001996007984033,0.6217564870259481,,0.6558882235528942,0.6375249500998004,0.634447771124418,0.7792415169660679,0.6139720558882236,0.6564870259481038,0.6702594810379241,0.6403193612774452,,0.7103792415169661,0.7027944111776447,0.5616766467065868,0.6522954091816368,,0.49001996007984033,0.6217564870259481,,0.6558882235528942,0.6375249500998004,0.634447771124418,0.7792415169660679
23,distilbert-base-multilingual-cased,xnli,before_dico,24544,24544,392704,392704,0.5254167914390564,0,0.5254167914390564,0.6021956087824352,0.6612774451097805,0.6706586826347305,0.6373253493013972,,0.6990019960079841,0.6936127744510978,0.5634730538922156,0.6387225548902196,,0.5173652694610779,0.6255489021956088,,0.6518962075848304,0.6301397205588822,0.6326014637391884,0.781437125748503,0.6021956087824352,0.6612774451097805,0.6706586826347305,0.6373253493013972,,0.6990019960079841,0.6936127744510978,0.5634730538922156,0.6387225548902196,,0.5173652694610779,0.6255489021956088,,0.6518962075848304,0.6301397205588822,0.6326014637391884,0.781437125748503
17,distilbert-base-multilingual-cased,xnli,before_dico,24544,24544,392704,392704,0.5377472043037415,0,0.5377472043037415,0.5972055888223553,0.6540918163672654,0.6662674650698602,0.6377245508982036,,0.7081836327345309,0.7007984031936128,0.5712574850299401,0.6295409181636726,,0.47744510978043914,0.6181636726546906,,0.6518962075848304,0.6411177644710578,0.6294743845642048,0.7808383233532934,0.5972055888223553,0.6540918163672654,0.6662674650698602,0.6377245508982036,,0.7081836327345309,0.7007984031936128,0.5712574850299401,0.6295409181636726,,0.47744510978043914,0.6181636726546906,,0.6518962075848304,0.6411177644710578,0.6294743845642048,0.7808383233532934
31,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_fastalign,24544,24544,392704,392704,0.6000750064849854,0,0.6000750064849854,0.6101796407185629,0.6447105788423154,0.6708582834331337,0.6349301397205589,,0.6956087824351297,0.6986027944111777,0.5578842315369261,0.644311377245509,,0.4253493013972056,0.5994011976047904,,0.6499001996007984,0.6568862275449102,0.6240518962075848,0.7702594810379242,0.6101796407185629,0.6447105788423154,0.6708582834331337,0.6349301397205589,,0.6956087824351297,0.6986027944111777,0.5578842315369261,0.644311377245509,,0.4253493013972056,0.5994011976047904,,0.6499001996007984,0.6568862275449102,0.6240518962075848,0.7702594810379242
42,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_fastalign,24544,24544,392704,392704,0.18424531817436218,0,0.18424531817436218,0.604191616766467,0.6497005988023952,0.6726546906187625,0.6331337325349301,,0.6990019960079841,0.7021956087824351,0.5483033932135729,0.6417165668662674,,0.442315369261477,0.6023952095808384,,0.6528942115768464,0.6479041916167665,0.6247005988023953,0.7760479041916167,0.604191616766467,0.6497005988023952,0.6726546906187625,0.6331337325349301,,0.6990019960079841,0.7021956087824351,0.5483033932135729,0.6417165668662674,,0.442315369261477,0.6023952095808384,,0.6528942115768464,0.6479041916167665,0.6247005988023953,0.7760479041916167
66,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_fastalign,24544,24544,392704,392704,0.6799813508987427,0,0.6799813508987427,0.6121756487025948,0.6592814371257485,0.6768463073852296,0.6293413173652694,,0.7019960079840319,0.7007984031936128,0.5600798403193613,0.6530938123752495,,0.42654690618762475,0.6039920159680638,,0.6542914171656686,0.6636726546906188,0.6285096473719229,0.7766467065868263,0.6121756487025948,0.6592814371257485,0.6768463073852296,0.6293413173652694,,0.7019960079840319,0.7007984031936128,0.5600798403193613,0.6530938123752495,,0.42654690618762475,0.6039920159680638,,0.6542914171656686,0.6636726546906188,0.6285096473719229,0.7766467065868263
23,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_fastalign,24544,24544,392704,392704,0.57554692029953,0,0.57554692029953,0.6049900199600798,0.6493013972055888,0.6682634730538922,0.6343313373253493,,0.7013972055888223,0.6976047904191617,0.5576846307385229,0.6497005988023952,,0.4439121756487026,0.6003992015968064,,0.654690618762475,0.649500998003992,0.625981370592149,0.7758483033932135,0.6049900199600798,0.6493013972055888,0.6682634730538922,0.6343313373253493,,0.7013972055888223,0.6976047904191617,0.5576846307385229,0.6497005988023952,,0.4439121756487026,0.6003992015968064,,0.654690618762475,0.649500998003992,0.625981370592149,0.7758483033932135
17,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_fastalign,24544,24544,392704,392704,0.5873759388923645,0,0.5873759388923645,0.6053892215568862,0.6506986027944112,0.6644710578842316,0.6269461077844312,,0.7015968063872255,0.6958083832335329,0.5534930139720559,0.6471057884231537,,0.45209580838323354,0.5996007984031936,,0.6479041916167665,0.6584830339321357,0.6252994011976047,0.7744510978043913,0.6053892215568862,0.6506986027944112,0.6644710578842316,0.6269461077844312,,0.7015968063872255,0.6958083832335329,0.5534930139720559,0.6471057884231537,,0.45209580838323354,0.5996007984031936,,0.6479041916167665,0.6584830339321357,0.6252994011976047,0.7744510978043913
31,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_awesome,24544,24544,392704,392704,0.5090574622154236,0,0.5090574622154236,0.6063872255489022,0.654690618762475,0.6636726546906188,0.6383233532934132,,0.7037924151696606,0.7003992015968064,0.5594810379241517,0.6481037924151697,,0.46706586826347307,0.6003992015968064,,0.6502994011976048,0.6485029940119761,0.6284264803725882,0.7780439121756487,0.6063872255489022,0.654690618762475,0.6636726546906188,0.6383233532934132,,0.7037924151696606,0.7003992015968064,0.5594810379241517,0.6481037924151697,,0.46706586826347307,0.6003992015968064,,0.6502994011976048,0.6485029940119761,0.6284264803725882,0.7780439121756487
42,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_awesome,24544,24544,392704,392704,0.1656833291053772,0,0.1656833291053772,0.606187624750499,0.6499001996007984,0.6770459081836327,0.6323353293413174,,0.7037924151696606,0.707185628742515,0.5612774451097804,0.6502994011976048,,0.4602794411177645,0.5994011976047904,,0.6552894211576846,0.6522954091816368,0.6296074517631404,0.7796407185628742,0.606187624750499,0.6499001996007984,0.6770459081836327,0.6323353293413174,,0.7037924151696606,0.707185628742515,0.5612774451097804,0.6502994011976048,,0.4602794411177645,0.5994011976047904,,0.6552894211576846,0.6522954091816368,0.6296074517631404,0.7796407185628742
66,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_awesome,24544,24544,392704,392704,0.6855086088180542,0,0.6855086088180542,0.6139720558882236,0.6576846307385229,0.6750499001996008,0.6409181636726546,,0.7017964071856287,0.7117764471057885,0.5622754491017964,0.6518962075848304,,0.4241516966067864,0.6071856287425149,,0.6622754491017964,0.6506986027944112,0.629973386560213,0.7774451097804391,0.6139720558882236,0.6576846307385229,0.6750499001996008,0.6409181636726546,,0.7017964071856287,0.7117764471057885,0.5622754491017964,0.6518962075848304,,0.4241516966067864,0.6071856287425149,,0.6622754491017964,0.6506986027944112,0.629973386560213,0.7774451097804391
23,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_awesome,24544,24544,392704,392704,0.5604435801506042,0,0.5604435801506042,0.6129740518962076,0.6516966067864272,0.6738522954091817,0.6373253493013972,,0.6988023952095809,0.6990019960079841,0.5528942115768463,0.6512974051896208,,0.4614770459081836,0.5994011976047904,,0.6473053892215569,0.6528942115768464,0.6282435129740519,0.7750499001996008,0.6129740518962076,0.6516966067864272,0.6738522954091817,0.6373253493013972,,0.6988023952095809,0.6990019960079841,0.5528942115768463,0.6512974051896208,,0.4614770459081836,0.5994011976047904,,0.6473053892215569,0.6528942115768464,0.6282435129740519,0.7750499001996008
17,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_awesome,24544,24544,392704,392704,0.6111493706703186,0,0.6111493706703186,0.6101796407185629,0.6594810379241517,0.6798403193612774,0.6369261477045908,,0.6978043912175649,0.7075848303393214,0.5658682634730539,0.6562874251497006,,0.450499001996008,0.605189620758483,,0.6518962075848304,0.6560878243512974,0.6314703925482369,0.7756487025948103,0.6101796407185629,0.6594810379241517,0.6798403193612774,0.6369261477045908,,0.6978043912175649,0.7075848303393214,0.5658682634730539,0.6562874251497006,,0.450499001996008,0.605189620758483,,0.6518962075848304,0.6560878243512974,0.6314703925482369,0.7756487025948103
31,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.5877381563186646,0,0.5877381563186646,0.5998003992015968,0.6469061876247505,0.6728542914171657,0.6329341317365269,,0.7023952095808383,0.6952095808383234,0.5604790419161677,0.6461077844311377,,0.4173652694610778,0.5980039920159681,,0.6604790419161677,0.65249500998004,0.62375249500998,0.7798403193612774,0.5998003992015968,0.6469061876247505,0.6728542914171657,0.6329341317365269,,0.7023952095808383,0.6952095808383234,0.5604790419161677,0.6461077844311377,,0.4173652694610778,0.5980039920159681,,0.6604790419161677,0.65249500998004,0.62375249500998,0.7798403193612774
42,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.20966419577598572,0,0.20966419577598572,0.6015968063872256,0.6497005988023952,0.6734530938123753,0.637125748502994,,0.7143712574850299,0.7047904191616766,0.5652694610778443,0.6457085828343313,,0.4279441117764471,0.6049900199600798,,0.6544910179640718,0.6574850299401198,0.6280771789753825,0.7818363273453094,0.6015968063872256,0.6497005988023952,0.6734530938123753,0.637125748502994,,0.7143712574850299,0.7047904191616766,0.5652694610778443,0.6457085828343313,,0.4279441117764471,0.6049900199600798,,0.6544910179640718,0.6574850299401198,0.6280771789753825,0.7818363273453094
66,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.6610151529312134,0,0.6610151529312134,0.6001996007984032,0.6522954091816368,0.6688622754491018,0.6365269461077845,,0.7023952095808383,0.7033932135728543,0.5640718562874252,0.6451097804391217,,0.4538922155688623,0.6095808383233533,,0.6550898203592814,0.6449101796407186,0.6280272787757818,0.7848303393213573,0.6001996007984032,0.6522954091816368,0.6688622754491018,0.6365269461077845,,0.7023952095808383,0.7033932135728543,0.5640718562874252,0.6451097804391217,,0.4538922155688623,0.6095808383233533,,0.6550898203592814,0.6449101796407186,0.6280272787757818,0.7848303393213573
31,distilbert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.5085231065750122,0,0.5085231065750122,0.5888223552894212,0.6349301397205589,0.6582834331337325,0.6151696606786428,,0.7003992015968064,0.7019960079840319,0.5453093812375249,0.6341317365269461,,0.3656686626746507,0.5786427145708583,,0.5389221556886228,0.6407185628742516,0.6002495009980039,0.7754491017964071,0.5888223552894212,0.6349301397205589,0.6582834331337325,0.6151696606786428,,0.7003992015968064,0.7019960079840319,0.5453093812375249,0.6341317365269461,,0.3656686626746507,0.5786427145708583,,0.5389221556886228,0.6407185628742516,0.6002495009980039,0.7754491017964071
42,distilbert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.2601216435432434,0,0.2601216435432434,0.5906187624750499,0.6357285429141717,0.6552894211576846,0.6035928143712574,,0.704191616766467,0.7091816367265469,0.5295409181636727,0.6389221556886228,,0.35768463073852297,0.5652694610778443,,0.601996007984032,0.6457085828343313,0.6031437125748502,0.7796407185628742,0.5906187624750499,0.6357285429141717,0.6552894211576846,0.6035928143712574,,0.704191616766467,0.7091816367265469,0.5295409181636727,0.6389221556886228,,0.35768463073852297,0.5652694610778443,,0.601996007984032,0.6457085828343313,0.6031437125748502,0.7796407185628742
66,distilbert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.8045719861984253,0,0.8045719861984253,0.5904191616766467,0.6295409181636726,0.6562874251497006,0.604191616766467,,0.6988023952095809,0.7055888223552894,0.5407185628742515,0.6313373253493014,,0.3598802395209581,0.5666666666666667,,0.5584830339321357,0.6281437125748504,0.59750499001996,0.7784431137724551,0.5904191616766467,0.6295409181636726,0.6562874251497006,0.604191616766467,,0.6988023952095809,0.7055888223552894,0.5407185628742515,0.6313373253493014,,0.3598802395209581,0.5666666666666667,,0.5584830339321357,0.6281437125748504,0.59750499001996,0.7784431137724551
23,distilbert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.5887794494628906,0,0.5887794494628906,0.5916167664670658,0.6335329341317365,0.6542914171656686,0.6073852295409181,,0.7025948103792415,0.692814371257485,0.5469061876247505,0.6375249500998004,,0.35469061876247504,0.569061876247505,,0.5872255489021956,0.6311377245508982,0.600731869594145,0.7790419161676647,0.5916167664670658,0.6335329341317365,0.6542914171656686,0.6073852295409181,,0.7025948103792415,0.692814371257485,0.5469061876247505,0.6375249500998004,,0.35469061876247504,0.569061876247505,,0.5872255489021956,0.6311377245508982,0.600731869594145,0.7790419161676647
17,distilbert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.525029718875885,0,0.525029718875885,0.5972055888223553,0.637125748502994,0.6610778443113773,0.6103792415169661,,0.694810379241517,0.6972055888223553,0.5417165668662675,0.637125748502994,,0.3664670658682635,0.5698602794411177,,0.5924151696606786,0.6477045908183633,0.604424484364604,0.7862275449101797,0.5972055888223553,0.637125748502994,0.6610778443113773,0.6103792415169661,,0.694810379241517,0.6972055888223553,0.5417165668662675,0.637125748502994,,0.3664670658682635,0.5698602794411177,,0.5924151696606786,0.6477045908183633,0.604424484364604,0.7862275449101797
23,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.5812461972236633,0,0.5812461972236633,0.6001996007984032,0.649500998003992,0.6636726546906188,0.6403193612774452,,0.6974051896207585,0.6952095808383234,0.5538922155688623,0.6441117764471058,,0.4369261477045908,0.603193612774451,,0.6608782435129741,0.6461077844311377,0.624284763805722,0.7736526946107785,0.6001996007984032,0.649500998003992,0.6636726546906188,0.6403193612774452,,0.6974051896207585,0.6952095808383234,0.5538922155688623,0.6441117764471058,,0.4369261477045908,0.603193612774451,,0.6608782435129741,0.6461077844311377,0.624284763805722,0.7736526946107785
17,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.474714457988739,0,0.474714457988739,0.6003992015968064,0.6463073852295409,0.6560878243512974,0.6325349301397205,,0.7025948103792415,0.6996007984031936,0.5672654690618762,0.6321357285429142,,0.44491017964071855,0.6109780439121757,,0.6574850299401198,0.6512974051896208,0.6251330671989354,0.7818363273453094,0.6003992015968064,0.6463073852295409,0.6560878243512974,0.6325349301397205,,0.7025948103792415,0.6996007984031936,0.5672654690618762,0.6321357285429142,,0.44491017964071855,0.6109780439121757,,0.6574850299401198,0.6512974051896208,0.6251330671989354,0.7818363273453094
31,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_6_fastalign,24544,24544,392704,392704,0.5859770774841309,0,0.5859770774841309,0.6239520958083832,0.6554890219560878,0.6646706586826348,0.6253493013972056,,0.6986027944111777,0.6968063872255489,0.5592814371257485,0.6457085828343313,,0.45848303393213574,0.6115768463073852,,0.6558882235528942,0.6439121756487026,0.6283100465735196,0.7766467065868263,0.6239520958083832,0.6554890219560878,0.6646706586826348,0.6253493013972056,,0.6986027944111777,0.6968063872255489,0.5592814371257485,0.6457085828343313,,0.45848303393213574,0.6115768463073852,,0.6558882235528942,0.6439121756487026,0.6283100465735196,0.7766467065868263
42,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_6_fastalign,24544,24544,392704,392704,0.17976514995098114,0,0.17976514995098114,0.6131736526946108,0.6493013972055888,0.6622754491017964,0.6283433133732534,,0.700998003992016,0.6958083832335329,0.5624750499001996,0.6435129740518962,,0.4756487025948104,0.6089820359281437,,0.6592814371257485,0.6578842315369261,0.6298070525615436,0.7786427145708583,0.6131736526946108,0.6493013972055888,0.6622754491017964,0.6283433133732534,,0.700998003992016,0.6958083832335329,0.5624750499001996,0.6435129740518962,,0.4756487025948104,0.6089820359281437,,0.6592814371257485,0.6578842315369261,0.6298070525615436,0.7786427145708583
66,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_6_fastalign,24544,24544,392704,392704,0.7527806162834167,0,0.7527806162834167,0.6127744510978044,0.6590818363273453,0.6710578842315369,0.6251497005988024,,0.6992015968063873,0.6964071856287425,0.5632734530938124,0.6522954091816368,,0.4489021956087824,0.6043912175648702,,0.66187624750499,0.654690618762475,0.6290918163672655,0.7740518962075849,0.6127744510978044,0.6590818363273453,0.6710578842315369,0.6251497005988024,,0.6992015968063873,0.6964071856287425,0.5632734530938124,0.6522954091816368,,0.4489021956087824,0.6043912175648702,,0.66187624750499,0.654690618762475,0.6290918163672655,0.7740518962075849
23,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_6_fastalign,24544,24544,392704,392704,0.5306728482246399,0,0.5306728482246399,0.6211576846307385,0.6594810379241517,0.6726546906187625,0.6317365269461078,,0.7023952095808383,0.6930139720558882,0.5614770459081836,0.6455089820359281,,0.4662674650698603,0.6115768463073852,,0.6634730538922156,0.6592814371257485,0.6323353293413175,0.7766467065868263,0.6211576846307385,0.6594810379241517,0.6726546906187625,0.6317365269461078,,0.7023952095808383,0.6930139720558882,0.5614770459081836,0.6455089820359281,,0.4662674650698603,0.6115768463073852,,0.6634730538922156,0.6592814371257485,0.6323353293413175,0.7766467065868263
17,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_6_fastalign,24544,24544,392704,392704,0.6319724321365356,0,0.6319724321365356,0.625748502994012,0.6526946107784432,0.667065868263473,0.6139720558882236,,0.7,0.6922155688622754,0.5646706586826348,0.6493013972055888,,0.4489021956087824,0.6021956087824352,,0.6624750499001996,0.655688622754491,0.6279108449767133,0.7782435129740519,0.625748502994012,0.6526946107784432,0.667065868263473,0.6139720558882236,,0.7,0.6922155688622754,0.5646706586826348,0.6493013972055888,,0.4489021956087824,0.6021956087824352,,0.6624750499001996,0.655688622754491,0.6279108449767133,0.7782435129740519
